vehicle_type,type_code,capacity_kg,weight_kg,distance_km,mileage_kmpl,cost_per_km,health_score,available,utility
mini-truck,1,5000.0,1149.3156172002095,554.7208282437333,6.45,17.7,82.0,1.0,0.7270212028537506
tempo,2,1200.0,1188.8250198972928,587.6745123578393,15.08,4.43,83.1,1.0,0.9221274941463503
tempo,2,1200.0,928.4814215719379,89.64061826878819,14.85,2.53,66.2,1.0,0.8549265890452891
delivery-van,3,800.0,418.11191992078517,333.11815584198683,13.14,2.43,58.7,0.0,0.8038380468095117
tempo,2,1200.0,670.652668455551,113.59863518370382,14.24,3.78,58.1,1.0,0.9993108919895111
heavy-truck,0,10000.0,9697.062178213939,188.79812119192883,5.37,29.76,75.7,1.0,0.6892061000967085
mini-truck,1,5000.0,845.5867165238533,679.7749950672949,6.91,14.56,90.4,1.0,0.7737671571390814
tempo,2,1200.0,503.57391954639724,278.4425575569255,13.8,3.76,57.4,1.0,0.9091450783460211
delivery-van,3,800.0,157.1766202540506,171.82145758501903,12.7,2.19,83.5,1.0,1.0
heavy-truck,0,10000.0,7466.375291267918,498.98307301358295,5.06,30.79,81.2,0.0,0.4563058505142933
delivery-van,3,800.0,474.9970387121305,676.0401007700975,11.27,3.37,67.0,1.0,0.9738174190647944
mini-truck,1,5000.0,2540.5515425479007,255.86400826028566,8.57,10.19,71.1,1.0,0.8411583017156862
heavy-truck,0,10000.0,2401.6271707133646,558.9043151726739,4.82,18.33,80.1,0.0,0.5319623891451223
mini-truck,1,5000.0,4158.244594570443,64.98554611612072,7.42,13.29,93.5,1.0,0.8613458878892484
heavy-truck,0,10000.0,6642.898120697869,341.7335799030434,4.34,40.77,56.6,1.0,0.5257628853748283
tempo,2,1200.0,1161.3232559392625,482.49320853471136,15.51,3.56,67.7,1.0,0.9505740580799572
heavy-truck,0,10000.0,4247.978179433768,315.20906176552563,5.55,31.58,47.5,1.0,0.5272298494271099
tempo,2,1200.0,898.6197129628629,188.01521330663837,14.98,5.01,62.3,1.0,0.935573937427367
heavy-truck,0,10000.0,8765.456999330132,245.94702134255334,5.38,16.03,59.9,1.0,0.6645870422257534
tempo,2,1200.0,1125.7152057908131,683.4373313811371,14.49,5.16,83.5,1.0,0.9320607782310301
mini-truck,1,5000.0,4951.076884522323,171.37634091421276,6.56,21.2,77.9,1.0,0.659063722620784
heavy-truck,0,10000.0,6965.89260076606,241.59456683172374,5.23,37.71,76.6,0.0,0.3023891941949239
mini-truck,1,5000.0,2613.756896962913,297.01123869959827,6.38,18.61,92.0,1.0,0.6804803558701801
mini-truck,1,5000.0,1801.2458262883226,219.39524187134248,7.32,17.28,63.8,1.0,0.6442298876075736
heavy-truck,0,10000.0,9410.13611413979,500.5272292099695,5.7,38.98,69.1,1.0,0.5303199645762899
delivery-van,3,800.0,147.33113003621378,424.1595590006152,10.59,1.74,67.0,1.0,0.8437835723788896
heavy-truck,0,10000.0,5998.206050632838,587.1628238671329,5.64,17.75,57.7,1.0,0.6226284205976146
delivery-van,3,800.0,570.7107794122373,86.7957390410529,10.58,2.04,75.9,1.0,0.8785865028479365
tempo,2,1200.0,722.3705301102898,120.72336943664446,12.86,2.27,64.9,1.0,0.8737442693979786
delivery-van,3,800.0,402.08593625490937,365.6207188577426,12.98,2.56,89.5,0.0,0.7595708018932315
mini-truck,1,5000.0,4896.685415766193,163.5488811020211,8.21,20.44,90.4,1.0,0.7071995997969781
heavy-truck,0,10000.0,8224.437752255766,649.7563003019602,5.59,25.38,97.0,0.0,0.5053292669253933
mini-truck,1,5000.0,2058.7785632602795,304.75670792307994,8.34,16.21,93.1,1.0,0.7738202632866257
delivery-van,3,800.0,775.8224332652653,381.988823759291,11.9,3.05,99.2,1.0,0.8934584682838489
tempo,2,1200.0,356.9267791010052,498.2579403973037,15.97,4.57,96.5,1.0,0.9892544411751931
tempo,2,1200.0,949.2949658466733,696.6045911359804,12.15,2.41,99.1,1.0,0.9838382711589125
delivery-van,3,800.0,443.0118172142198,535.2298936543739,10.37,2.7,57.2,1.0,0.8771610449189085
heavy-truck,0,10000.0,6239.9689445246195,194.0429710763435,4.8,33.44,80.8,1.0,0.5463516048066269
tempo,2,1200.0,412.8931590559279,89.65833677044579,12.35,2.87,65.2,1.0,0.9203446228527182
mini-truck,1,5000.0,3135.033831587412,103.16317852790021,6.57,13.43,56.4,1.0,0.6923069895056256
tempo,2,1200.0,592.7189912748128,384.8727445114796,14.0,2.89,62.2,0.0,0.8101394171541845
heavy-truck,0,10000.0,2641.9211595432034,638.7560058465182,4.3,39.24,60.7,1.0,0.5210480149782805
delivery-van,3,800.0,471.24826807842896,553.9233638400315,10.79,3.0,54.6,1.0,0.7893320477482191
tempo,2,1200.0,963.2581354336018,109.0379842571889,15.05,4.26,70.7,1.0,1.0
delivery-van,3,800.0,835.0044687132611,427.81027700629124,11.83,1.79,65.7,1.0,0.7836290990429435
tempo,2,1200.0,577.1139491049519,539.947822876157,12.75,2.76,86.4,1.0,0.9275468839089716
heavy-truck,0,10000.0,9706.352119125315,321.1232088066334,5.4,19.51,78.7,0.0,0.500146191419063
delivery-van,3,800.0,730.7952766157093,350.9887352043961,11.53,3.47,48.0,1.0,0.8225542602775533
heavy-truck,0,10000.0,1760.8515599969928,399.3692439699657,5.12,42.62,48.9,1.0,0.51794795416863
delivery-van,3,800.0,348.90115340899257,230.70228892087732,12.22,2.52,99.0,1.0,0.9675690841739024
delivery-van,3,800.0,677.9366371404543,182.17951674311195,10.41,3.4,85.2,1.0,0.8910300345607697
mini-truck,1,5000.0,4050.950554646548,354.55295251179786,7.47,11.04,54.4,1.0,0.6754427882816124
heavy-truck,0,10000.0,8902.121630057442,101.68031849739002,5.02,27.69,94.4,1.0,0.6200855375427378
delivery-van,3,800.0,167.02025543763213,567.4154149184278,13.58,2.94,84.9,1.0,1.0
delivery-van,3,800.0,708.8040243134842,530.1634306526194,12.74,3.2,49.9,1.0,0.8360281308386598
delivery-van,3,800.0,569.444842224049,529.0242137561218,13.0,2.3,80.1,1.0,0.8777501407757182
tempo,2,1200.0,1199.1387438628065,691.6893409885254,14.06,4.57,59.8,1.0,0.8992270746538282
heavy-truck,0,10000.0,4707.3417813933875,684.4491572437013,5.56,21.42,59.6,0.0,0.47101599629348945
heavy-truck,0,10000.0,2126.051649760686,212.0603041140791,4.41,36.09,65.7,1.0,0.4750064302857846
tempo,2,1200.0,1188.2022120964466,554.2777470422154,15.44,2.17,79.2,0.0,0.8215749341968296
delivery-van,3,800.0,295.6109686826698,436.5357397292797,10.55,1.83,47.6,0.0,0.691161331336846
delivery-van,3,800.0,128.02524665410087,449.5098983909633,13.32,3.2,61.0,1.0,0.8334166083471083
tempo,2,1200.0,894.3507289997224,86.35005125120884,15.8,4.12,95.2,1.0,0.9361824771579365
delivery-van,3,800.0,285.16692905720583,254.4098499479568,13.77,3.14,70.3,1.0,0.8727487867404267
delivery-van,3,800.0,224.461773527396,567.2567266272251,11.78,3.39,96.2,1.0,0.974071627927442
heavy-truck,0,10000.0,10053.201699412683,332.9311447453807,4.52,37.67,79.7,0.0,0.24387881806591866
mini-truck,1,5000.0,4145.364718072033,677.5855380098757,6.57,11.85,74.3,1.0,0.7493958612843927
mini-truck,1,5000.0,4967.081386317847,498.9605713341833,8.55,20.17,93.4,0.0,0.6078930169748366
tempo,2,1200.0,303.3908312370233,373.9951880815974,15.11,3.46,50.5,1.0,0.7991263376870632
tempo,2,1200.0,466.9114550593512,364.7974467779011,13.83,3.81,56.1,1.0,0.9261014549745098
tempo,2,1200.0,446.32968044161527,361.6518289646508,15.0,2.16,70.2,1.0,0.9856392557934749
mini-truck,1,5000.0,3039.2974126653235,319.96529671696067,6.74,17.07,63.5,1.0,0.7335553797551052
heavy-truck,0,10000.0,7270.824504929398,592.4579938059888,5.12,30.69,61.5,1.0,0.5803297525665504
mini-truck,1,5000.0,2515.1376448117358,450.508648126117,8.41,14.92,59.0,0.0,0.543609893909942
delivery-van,3,800.0,827.5789052640631,394.1423814214707,10.78,1.75,54.8,1.0,0.7789265953693711
mini-truck,1,5000.0,4948.11467380122,323.57013426721994,8.12,11.42,68.7,1.0,0.8678071571923794
heavy-truck,0,10000.0,5173.669846754646,204.18934030329666,4.39,36.49,73.3,1.0,0.48276498209528723
heavy-truck,0,10000.0,7786.175265179206,264.0951913404512,4.76,18.21,85.6,1.0,0.7364873803101246
delivery-van,3,800.0,308.97603134537354,128.13024863111588,12.94,1.76,52.7,1.0,0.875636029639832
tempo,2,1200.0,762.3437711381563,242.18630623536143,13.52,4.5,85.7,1.0,0.9491273455491248
delivery-van,3,800.0,508.6621096145473,646.2399630993672,12.73,3.48,76.4,1.0,0.8755830789799239
mini-truck,1,5000.0,1056.120033828635,501.7445401807435,7.78,13.59,62.8,1.0,0.6272358169044379
mini-truck,1,5000.0,5219.51159740949,643.8714603765636,7.06,11.29,63.5,1.0,0.640973573286654
mini-truck,1,5000.0,4479.17838886065,405.0937093091452,7.94,13.03,66.9,1.0,0.7747512047115708
tempo,2,1200.0,702.324414528727,514.9097493107894,12.35,4.73,77.4,1.0,0.8706347699273098
delivery-van,3,800.0,472.2418819316136,110.92467454942025,11.73,1.39,67.2,1.0,1.0
tempo,2,1200.0,974.6091174751276,165.69788694480607,15.31,5.23,84.6,0.0,0.7921044104352801
mini-truck,1,5000.0,2125.2202133249943,351.13459901197905,8.49,17.8,98.8,1.0,0.743059692317953
delivery-van,3,800.0,338.00555042813147,461.12684099462274,11.94,2.66,90.6,0.0,0.8978261398928147
mini-truck,1,5000.0,4854.243743651199,432.2404939115978,7.57,11.53,89.9,1.0,0.804696908786996
tempo,2,1200.0,437.44021412595777,594.8934231505468,12.97,4.34,64.0,1.0,0.7915605515673589
mini-truck,1,5000.0,2486.278508851517,368.5142950838098,6.52,15.88,66.4,1.0,0.616786223349025
heavy-truck,0,10000.0,5986.428944196747,176.36591229002767,5.7,32.92,66.1,1.0,0.5101629996256499
tempo,2,1200.0,298.73529749805067,90.07160929181602,12.39,4.58,92.6,0.0,0.7841332093095245
mini-truck,1,5000.0,1069.406707298203,432.63991167664693,7.89,13.12,59.2,1.0,0.709607142490847
mini-truck,1,5000.0,4670.7328936416625,644.4368823202893,6.61,10.68,83.8,1.0,0.8598964401863307
delivery-van,3,800.0,569.8932736217787,635.8854646231225,12.39,1.83,55.8,1.0,0.8544544086065584
mini-truck,1,5000.0,967.8814463870101,396.2031387275801,8.35,20.67,48.3,1.0,0.7509798240579981
tempo,2,1200.0,962.6280600077072,144.36944152300237,15.7,4.33,92.8,1.0,0.9445062578749457
mini-truck,1,5000.0,4800.6945970090155,79.50009324381732,7.74,8.75,93.9,1.0,0.7831505651763612
mini-truck,1,5000.0,1215.3168892188796,595.3756018603873,7.12,8.0,65.7,1.0,0.8037490426881798
heavy-truck,0,10000.0,10489.882290996393,117.66128422871532,4.76,23.74,78.0,1.0,0.49048746374466523
tempo,2,1200.0,1177.611041821682,694.8843206069542,13.73,3.85,85.4,1.0,0.8719967207081785
mini-truck,1,5000.0,4614.147282721221,86.70874581694221,8.08,20.61,94.1,1.0,0.7320343238975482
tempo,2,1200.0,904.735857663099,620.1315773919442,13.9,4.08,81.7,1.0,1.0
heavy-truck,0,10000.0,2175.6737412132293,438.2588071940096,4.35,41.95,95.3,0.0,0.3805269624636179
tempo,2,1200.0,300.16441078193174,320.7117046931409,12.95,2.03,88.4,0.0,0.6905323019529593
tempo,2,1200.0,295.81042572802545,605.5533886116202,12.39,4.93,67.5,1.0,0.9303147854199503
tempo,2,1200.0,764.0068759094232,333.0418276691544,15.59,3.76,92.8,1.0,0.9897201553138743
mini-truck,1,5000.0,2516.4851441259652,669.1148898587269,6.38,19.32,90.1,1.0,0.743279532408418
mini-truck,1,5000.0,1342.0686187490996,70.83705893475106,7.77,9.03,81.8,1.0,0.8033477606012245
tempo,2,1200.0,1219.6662486489165,268.60909515285164,14.31,3.02,79.0,1.0,0.814731764263919
tempo,2,1200.0,1024.1594748255689,334.9433984894523,13.66,2.44,78.5,0.0,0.8553430816353405
mini-truck,1,5000.0,2383.863031328572,209.58475652459532,7.76,15.76,71.6,1.0,0.7556418983299037
delivery-van,3,800.0,461.0183699792808,164.22421874570944,13.73,1.64,53.5,1.0,0.9326754275812684
mini-truck,1,5000.0,2657.7382887193858,252.2966830696455,8.36,8.4,72.8,0.0,0.7304376856625708
mini-truck,1,5000.0,2026.4058938823914,445.7454438365403,6.59,11.06,87.2,1.0,0.7610302958022829
mini-truck,1,5000.0,4525.384410130437,598.2929871476722,7.36,8.85,60.3,1.0,0.7395343755342828
tempo,2,1200.0,1081.5854618215503,221.52254196879753,12.66,4.19,63.5,0.0,0.7761857115942319
mini-truck,1,5000.0,4546.039178751226,194.333343263812,8.57,11.92,81.4,1.0,0.7366418562557495
delivery-van,3,800.0,123.90249183335611,562.4753619409253,13.78,3.1,62.0,0.0,0.8059252732390306
mini-truck,1,5000.0,1151.5341821695422,535.5019498427853,8.43,16.82,88.9,0.0,0.5995691629257659
tempo,2,1200.0,380.417233716239,191.97340889970354,13.15,3.56,50.6,1.0,0.8605472484158717
heavy-truck,0,10000.0,4493.349386239678,292.4985647540783,5.29,40.66,81.5,1.0,0.5516444576989111
delivery-van,3,800.0,619.592944703668,124.07542144306191,10.63,2.86,59.5,1.0,0.8231989683725056
heavy-truck,0,10000.0,8960.444445672307,635.5037431420684,5.65,21.22,58.8,1.0,0.6906201923458851
heavy-truck,0,10000.0,2463.2870640233,662.6113100367787,5.5,30.24,89.1,1.0,0.6874147889929878
delivery-van,3,800.0,720.5090830022551,590.3015058066012,13.16,1.32,86.5,1.0,0.8817987637646533
heavy-truck,0,10000.0,6752.70983073981,263.17597764186735,4.55,21.13,98.5,1.0,0.6088184038386854
delivery-van,3,800.0,540.9532570695438,497.34305995448824,12.02,2.85,52.1,0.0,0.7524729502867928
tempo,2,1200.0,869.9863797456196,483.8809469886146,15.03,4.47,86.2,0.0,0.7805923897725427
heavy-truck,0,10000.0,2813.4143038249686,679.0007543179015,4.76,29.55,60.1,0.0,0.4195037709051625
tempo,2,1200.0,206.7297185684643,291.8429639165446,15.07,2.13,76.5,0.0,0.797318335288903
mini-truck,1,5000.0,4250.867376772756,311.60564548288846,8.33,21.64,94.2,1.0,0.6549826958633818
tempo,2,1200.0,204.40388824117147,455.58212440341924,14.74,2.65,77.4,1.0,1.0
heavy-truck,0,10000.0,9591.52552815804,213.19286591857093,4.52,38.33,64.2,1.0,0.44922124137518815
tempo,2,1200.0,799.3222306739635,196.11118867245978,13.47,2.95,82.5,1.0,0.9414262381237869
tempo,2,1200.0,750.7048525828808,690.3385734216794,13.4,4.6,70.8,1.0,0.9564942050192029
mini-truck,1,5000.0,2856.3335356606185,534.4879444123336,7.9,10.9,48.0,1.0,0.7646086545205609
delivery-van,3,800.0,838.6563996231976,695.8526124651569,11.15,2.83,65.6,1.0,0.7553857974826336
mini-truck,1,5000.0,1613.434475671483,233.63455802658066,6.73,16.11,84.1,1.0,0.733180162245809
heavy-truck,0,10000.0,7991.411233342319,397.30693091821877,5.26,23.87,99.4,1.0,0.7112471608719697
heavy-truck,0,10000.0,10329.564020915073,538.9925455272526,4.43,34.39,84.4,1.0,0.40714990536046813
tempo,2,1200.0,630.8058466957954,258.84263613650626,14.3,3.23,92.9,1.0,1.0
delivery-van,3,800.0,120.76568855464727,247.2800202413856,12.72,3.23,48.5,0.0,0.6796189685623373
tempo,2,1200.0,1034.528827524384,657.6761727543812,13.77,4.42,50.8,1.0,0.8556407249872051
delivery-van,3,800.0,720.2656756545449,691.529719407963,13.77,2.41,80.6,0.0,0.8019120578578028
mini-truck,1,5000.0,1808.638298061301,122.01090305208652,8.02,18.8,69.0,1.0,0.6110456666066959
tempo,2,1200.0,215.08618170978062,529.2127018303863,12.71,2.43,68.8,1.0,0.9451498755513023
mini-truck,1,5000.0,4812.799940962994,400.7438880365306,7.53,20.3,87.2,1.0,0.6768746810553783
mini-truck,1,5000.0,4225.231362734931,282.4906812305631,6.67,20.47,80.4,0.0,0.5485894200140397
mini-truck,1,5000.0,3703.2242382913196,200.92170180990038,7.89,12.33,54.9,1.0,0.6494146066411374
delivery-van,3,800.0,147.461450216758,543.9436051557402,13.43,3.29,63.6,1.0,0.8636120923956123
heavy-truck,0,10000.0,8746.540461736182,558.7796394376,5.52,21.87,47.3,1.0,0.6558619781908333
heavy-truck,0,10000.0,9388.634117485732,441.62985301755356,4.77,40.47,97.5,0.0,0.35994526207669564
heavy-truck,0,10000.0,4667.591639840168,114.01004742174159,5.18,34.86,89.7,1.0,0.6559286489457069
heavy-truck,0,10000.0,2226.9949865534395,294.38011156772694,5.3,23.41,55.0,1.0,0.6382614195325976
tempo,2,1200.0,577.8951395352767,433.5298368402382,11.96,4.96,68.4,1.0,0.805719938706256
mini-truck,1,5000.0,4640.510031557541,574.7237503282032,6.7,18.88,60.9,0.0,0.5547119140971479
heavy-truck,0,10000.0,4403.740964519524,631.50724083114,5.27,28.35,70.8,1.0,0.5841245046987866
tempo,2,1200.0,1021.0523658622465,569.0067261409249,13.13,2.63,89.2,1.0,0.9461873126846673
mini-truck,1,5000.0,2551.775080803555,306.89731165989343,8.05,14.48,82.0,1.0,0.7340940896192404
tempo,2,1200.0,870.9693675018704,641.2538897017554,13.27,2.31,80.4,0.0,0.7427127564691272
delivery-van,3,800.0,624.8770273405743,373.14182871282196,11.0,2.85,64.2,1.0,0.7539181132347413
heavy-truck,0,10000.0,10111.535411050709,71.62710041472522,4.88,39.38,60.0,0.0,0.3416747341184067
tempo,2,1200.0,600.934193467014,261.55012921923395,15.97,2.19,94.4,1.0,0.9797364369584491
heavy-truck,0,10000.0,9388.630748478561,271.37953328960475,5.09,30.25,64.1,0.0,0.43274229428172634
tempo,2,1200.0,525.8553218749523,247.20373021208508,14.87,2.18,92.7,1.0,1.0
mini-truck,1,5000.0,1546.6554306918683,695.6539860405728,7.47,8.5,72.2,1.0,0.834360133943783
tempo,2,1200.0,233.9272056574522,406.9384694053914,12.21,3.57,50.8,1.0,0.8741160343491462
tempo,2,1200.0,440.48900807217484,646.818028891611,13.86,4.09,94.5,1.0,0.8605220295296574
tempo,2,1200.0,728.899465128515,155.783574134748,13.67,3.01,50.3,1.0,0.8774904472721787
heavy-truck,0,10000.0,2305.2400172342773,207.98764037616644,5.63,31.28,74.2,0.0,0.4468354863445163
delivery-van,3,800.0,181.23560262218362,400.8040975473738,10.97,1.6,83.2,1.0,0.926756402904159
heavy-truck,0,10000.0,7192.2301391073825,547.4821106126753,5.57,31.54,91.2,1.0,0.6110072287624818
delivery-van,3,800.0,404.3400394297195,97.73339000777753,10.94,1.81,68.7,1.0,0.8472231443836509
heavy-truck,0,10000.0,3756.4579591849283,629.5649899445038,4.32,40.5,55.0,1.0,0.5490515391162152
heavy-truck,0,10000.0,6955.233021878944,493.18000830533515,4.54,17.74,55.9,1.0,0.702828208066911
delivery-van,3,800.0,251.20612243985354,308.6780220474834,10.34,1.84,60.2,0.0,0.7457250217684299
mini-truck,1,5000.0,1519.416583390139,268.29652223307306,6.45,13.84,73.5,1.0,0.6934133667035738
mini-truck,1,5000.0,3990.8570700758437,198.61988261606166,6.55,17.54,68.0,1.0,0.6523755829666109
delivery-van,3,800.0,670.347704871329,589.4804486859108,10.43,3.51,93.7,1.0,0.8856850304106254
mini-truck,1,5000.0,3229.8640843196717,383.47203776213996,7.22,21.07,62.7,1.0,0.72100213535919
delivery-van,3,800.0,234.10166198202066,514.0549020845115,12.43,1.5,58.5,1.0,0.9663987826843548
tempo,2,1200.0,644.626862695761,156.89613831801233,13.79,3.47,48.6,1.0,0.9061240437196071
delivery-van,3,800.0,532.7976063272838,567.6680738597618,11.29,3.41,76.7,1.0,0.8570434383286454
delivery-van,3,800.0,492.31491393128476,571.7448715281525,12.18,2.39,94.6,1.0,0.9437957624552614
mini-truck,1,5000.0,2057.3849645822706,647.3722355020764,7.75,13.29,63.8,1.0,0.8004923954040419
delivery-van,3,800.0,671.4141587102448,79.07117805288749,12.41,1.53,83.5,0.0,0.796670966666525
delivery-van,3,800.0,387.1488150628365,607.6205257357395,12.03,2.44,45.5,1.0,0.8964776912092781
mini-truck,1,5000.0,2344.0715360929166,309.77458018918554,7.19,15.44,73.6,1.0,0.7635058536600299
delivery-van,3,800.0,334.81909431775574,425.13859361842424,12.67,3.28,99.4,1.0,1.0
mini-truck,1,5000.0,1189.9208818664201,317.7767883173414,8.29,16.83,85.7,1.0,0.7872284155732042
heavy-truck,0,10000.0,8433.269752255968,291.9349732036317,4.87,30.44,75.6,0.0,0.3991768521923411
heavy-truck,0,10000.0,2088.7998750323704,462.9722893879114,5.23,24.66,57.1,1.0,0.536160195469779
tempo,2,1200.0,596.4674559713571,271.46831744169043,15.21,3.71,61.4,1.0,0.8655180537879159
tempo,2,1200.0,479.138149844304,433.46871379247466,12.05,3.05,86.8,1.0,0.9545709792251987
tempo,2,1200.0,461.50920978597446,204.6560210716889,13.68,4.3,65.0,1.0,0.9297891420159099
tempo,2,1200.0,996.5335466328598,452.8395300337862,14.03,4.84,72.0,1.0,1.0
delivery-van,3,800.0,485.1371722515788,188.96947504123986,13.33,1.8,80.5,1.0,0.9582282793826467
heavy-truck,0,10000.0,8150.822948526135,654.3735395851082,4.58,28.19,50.1,1.0,0.5946952939186438
tempo,2,1200.0,584.1507461291834,283.8539987938544,16.08,2.55,76.8,1.0,0.9070725707579331
delivery-van,3,800.0,164.38745456033263,76.88512121442905,11.26,1.46,82.5,1.0,0.9136255476263162
heavy-truck,0,10000.0,9117.184110563778,655.7583032157138,4.48,31.98,78.3,1.0,0.5749889657495978
mini-truck,1,5000.0,2704.71519365583,128.88117239459228,7.06,17.91,52.2,1.0,0.6522708994657342
tempo,2,1200.0,495.34749951237757,339.974503969048,13.41,4.62,75.5,1.0,0.8553761895182609
heavy-truck,0,10000.0,2795.6663845356647,149.24029450560155,4.46,34.61,73.6,1.0,0.5752150996077013
tempo,2,1200.0,808.6542963482563,516.6064983433249,12.02,4.91,65.7,1.0,0.9397576579483105
delivery-van,3,800.0,613.4871448868805,177.09244697296606,12.18,2.22,56.5,1.0,0.8721539218927261
delivery-van,3,800.0,780.6347235693023,230.84306244642832,11.53,3.22,64.4,1.0,0.8383205515634802
heavy-truck,0,10000.0,3844.190925482217,180.97821816950415,5.59,40.69,58.0,0.0,0.31131638304043713
heavy-truck,0,10000.0,3623.647909452915,104.85556615520906,5.25,17.01,99.7,1.0,0.7562179157922467
heavy-truck,0,10000.0,2560.8868304355947,191.35171177717774,5.07,19.27,54.2,1.0,0.7107521960790589
delivery-van,3,800.0,682.9002357115802,553.7719731623488,13.78,2.08,77.8,1.0,0.9225522652031991
heavy-truck,0,10000.0,3056.2742920761098,232.82108979567312,5.75,20.71,73.4,1.0,0.6868926927850049
heavy-truck,0,10000.0,6090.872096674331,219.8657404357091,5.54,22.24,67.3,1.0,0.5949836370034322
tempo,2,1200.0,632.5537369003763,373.04696106950223,15.02,3.79,98.4,0.0,0.8395720029801363
delivery-van,3,800.0,464.67147721348124,699.1430715812372,12.84,3.07,57.2,1.0,0.934472624533886
mini-truck,1,5000.0,851.0245378825321,442.9234868657297,7.54,17.4,55.8,1.0,0.663271059137019
tempo,2,1200.0,848.1606851619259,167.18706063789696,13.17,2.0,57.3,0.0,0.672791493520564
tempo,2,1200.0,1245.28907255197,420.57105884632,12.31,4.25,53.5,1.0,0.7945661588689225
tempo,2,1200.0,996.5262315131342,608.7947027556463,14.05,2.33,81.0,1.0,0.9043956548149944
mini-truck,1,5000.0,968.815131165707,697.919645764846,8.2,8.43,48.6,1.0,0.843376280240993
delivery-van,3,800.0,232.3892814731418,153.23202717945884,11.52,2.46,70.0,1.0,0.8217180483820757
mini-truck,1,5000.0,5078.432230194385,625.5926313695618,7.28,21.54,92.6,1.0,0.5983582728749275
tempo,2,1200.0,970.5220332570901,238.23532718518868,13.27,2.46,96.1,1.0,0.8767716895419804
tempo,2,1200.0,215.46733925176895,427.995994719802,15.7,3.84,80.0,1.0,0.9850865929372833
delivery-van,3,800.0,730.4100365684845,159.58842559612128,11.83,3.36,66.2,1.0,0.8646384881883942
mini-truck,1,5000.0,5165.998362833569,531.4087932103906,6.74,20.26,54.9,1.0,0.576768991018851
delivery-van,3,800.0,542.2781883257363,104.3218133348303,12.74,3.04,56.3,1.0,0.9260892233036488
mini-truck,1,5000.0,869.7548867699873,136.10047924320133,7.08,14.54,73.3,0.0,0.5859999768071714
delivery-van,3,800.0,205.76706961583628,222.76850282886258,12.98,1.5,86.1,1.0,0.9996296738334104
mini-truck,1,5000.0,3632.466076550598,180.52720683681946,7.52,18.31,49.5,1.0,0.7126530414020505
tempo,2,1200.0,239.25929909382506,62.16870654537068,15.08,4.13,98.7,1.0,0.9652533907516623
mini-truck,1,5000.0,972.1986480414922,215.79091745366532,7.45,11.87,90.4,1.0,0.7710212724492618
tempo,2,1200.0,436.67933270011247,214.86316197416932,15.42,2.94,79.6,1.0,0.8844755450073196
heavy-truck,0,10000.0,6080.400840859971,647.3432203792901,4.91,25.02,88.2,1.0,0.6668646085404796
heavy-truck,0,10000.0,5404.9865843114485,518.73314055957,5.4,24.52,83.6,0.0,0.6184715577691006
mini-truck,1,5000.0,4923.392334858512,164.59539196326347,6.81,11.26,83.0,1.0,0.883143344324405
tempo,2,1200.0,1146.4690209045834,694.2158417056905,12.41,2.7,62.0,1.0,0.9521842174148641
heavy-truck,0,10000.0,2823.669598722772,457.36249105049416,4.27,39.94,99.7,1.0,0.6164100435370827
tempo,2,1200.0,377.91831511061935,239.85309651962018,13.92,3.48,68.4,1.0,0.9351112905495578
delivery-van,3,800.0,822.8618098690349,625.6390854687628,10.33,2.05,53.9,1.0,0.6848274472788772
heavy-truck,0,10000.0,3638.1466154324967,286.4722691620103,4.26,39.24,57.8,1.0,0.6013491266530646
delivery-van,3,800.0,717.668772687407,660.0836572370125,13.31,1.72,94.3,0.0,0.797819210684509
tempo,2,1200.0,877.2431757236947,510.07415970466695,15.99,2.8,49.4,0.0,0.7417428950865941
heavy-truck,0,10000.0,5075.081786068891,623.2975064356858,5.29,20.95,81.3,1.0,0.6625252121932372
tempo,2,1200.0,370.96329455807705,678.9657018185252,13.38,4.35,46.2,0.0,0.7763399933486345
mini-truck,1,5000.0,4894.274120855113,282.21777193441073,8.28,11.99,72.0,1.0,0.7182792883186497
tempo,2,1200.0,773.8014690738715,522.1461064326534,12.68,4.69,84.3,0.0,0.8000414662573465
delivery-van,3,800.0,801.5987275821672,332.7707662775793,13.72,3.21,53.7,0.0,0.6967718892085384
tempo,2,1200.0,844.5286198278743,448.92041373225055,12.71,3.02,87.9,1.0,0.9239441133543698
delivery-van,3,800.0,295.78979166374995,132.8009222765685,11.43,3.22,90.4,1.0,0.9145299028588314
heavy-truck,0,10000.0,7375.1810197459245,283.9147398632625,5.4,20.15,61.5,1.0,0.6950955873933181
heavy-truck,0,10000.0,9447.233996026509,85.74696235879131,5.67,38.01,54.0,1.0,0.5500213517898224
mini-truck,1,5000.0,4380.977432489286,64.11265431583878,8.46,11.7,51.1,0.0,0.6052408801430365
delivery-van,3,800.0,833.4133671984116,157.55650494256997,12.29,1.52,83.3,1.0,0.7485118210605665
delivery-van,3,800.0,287.0972307725817,399.98502757063187,12.77,2.0,76.0,1.0,0.9236744016649778
mini-truck,1,5000.0,4311.806142692518,176.48537113970326,8.03,14.37,76.3,1.0,0.8749640167754933
mini-truck,1,5000.0,1718.0965082608234,228.63256789320715,7.18,14.24,47.9,1.0,0.6708617597940911
delivery-van,3,800.0,830.1116295987615,299.1016288378754,12.71,1.96,45.1,1.0,0.7231352262076151
delivery-van,3,800.0,839.4569373090882,582.6742494545666,10.78,1.52,64.9,0.0,0.6644724486030184
